SMILES,Name,pIC50,predicted_pIC50
CS(=O)(=O)N1CCN(CC(=O)N2C(=O)S/C(=C\c3ccc(NC(=O)c4cc(O)c(O)c(O)c4)cc3)C2=O)CC1,CHEMBL5624539,6.368556230986828,6.267038927661508
N#C[C@@H]1C[C@@H]2CCC[C@@H]2N1C(=O)C[C@H](N)Cc1ccc(C(F)(F)F)cc1,CHEMBL3330068,5.703334809738469,6.365428640354502
O=C([C@@H]1C[C@H](N2CCN(c3noc4ccccc34)CC2)CN1)N1CCC(F)(F)C1,CHEMBL475246,8.060480747381382,7.896574736195235
N[C@@H](CC(=O)N1CCc2c(nc(-c3ccco3)nc2C(F)(F)F)C1)CN1C(=O)CCC(F)(F)[C@H]1O,CHEMBL3644789,7.031517051446065,7.724572036269611
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1C(=O)N(CCCc1ccccc1)C1=NCCCN12,CHEMBL4549857,5.0,6.476262078832453
COc1cc(O)cc(OC)c1[C@@H]1CN[C@H](C(=O)N2CCC[C@H]2C#N)C1,CHEMBL244008,7.638272163982407,8.280236770652825
Cl.N[C@@H](CC(=O)N1CCn2cnnc2C1)Cc1cc(F)c(F)cc1F,CHEMBL557187,7.167491087293763,7.35691480212636
NC(Cc1ccccc1)C(=O)N1CCCC1,CHEMBL93931,4.6777807052660805,4.268168998864104
CCCN(C)C(=O)C(N)C(C)CC,CHEMBL343650,3.4236586497942074,4.587758195350127
Cc1ccn2nc3c(c2n1)CN([C@H]1CC[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,CHEMBL3806239,6.809668301829708,7.99201604702277
CS(=O)(=O)n1cc2c(n1)CN(CC(=O)N1C(=O)S/C(=C\c3ccc(NC(=O)c4cc(O)c(O)c(O)c4)cc3)C1=O)C2,CHEMBL5630676,7.443697499232712,6.542908882393509
N#C[C@@H]1CC(F)(F)CN1C(=O)CNC(=O)c1csc(Cc2ccc(Cl)cc2)n1,CHEMBL4789754,4.0,4.16162818163262
O=C(N[C@H]1CC[C@H](O)CC1)OC12CC3CC(CC(NCC(=O)N4Cc5ccccc5C4)(C3)C1)C2,CHEMBL5405991,5.0,4.903516914054406
CC(C)C(Oc1ccc(CNC(=O)C2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(=O)O.Cl,CHEMBL1683498,8.221848749616356,7.735464578097711
COc1cccc(C(=O)NCC(=O)N2CCC[C@H]2C#N)c1,CHEMBL2024673,4.0,4.064737664511816
Cl.O=C(CNC(=O)c1ccccc1)Nc1ccc(OP(=O)(Oc2ccc(NC(=O)CNC(=O)c3ccccc3)cc2)C2CCCN2C(=O)C2CCCN2)cc1,CHEMBL269757,6.154901959985743,5.607017720366948
COc1ccc(-c2csc(C3(NC(=O)C[C@H](N)Cc4ccccc4F)CCS(=O)(=O)CC3)n2)cc1,CHEMBL2206477,6.173925197299173,6.483160772172298
CC(C)Cn1c(CN)c(-c2ccccc2)c2cc(CCC(N)=O)ccc2c1=O.Cl,CHEMBL1812911,5.823908740944319,6.037701553681486
N[C@@H](Cc1c[nH]cn1)C(=O)N1CCC[C@H]1B(O)O,CHEMBL303131,4.769551078621726,7.261367800386068
C[C@@H](c1ccc(-c2cccc(-c3c[nH]c(O)n3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,CHEMBL364057,6.958607314841775,7.168737455637755
N[C@@H](CC(=O)N1CCSC1)Cc1cccc(C(F)(F)F)c1,CHEMBL185538,5.442372511573174,5.551223861377127
O=C(CC(O)CCc1ccccc1)c1ccc(O)cc1,CHEMBL1724888,4.415329615535652,4.642497515583053
Cl.N[C@@H](CC(=O)N1CCCN(C(=O)OCc2ccccc2)CC1)Cc1cc(F)c(F)cc1F,CHEMBL481714,6.309803919971486,6.179210795457398
N#C[C@@H]1C[C@H](F)CN1C(=O)C[C@H](N)Cc1cc(F)cc(F)c1,CHEMBL3330059,5.801342913045577,6.878323842061944
NC(=O)[C@@H]1CCCN1C(=O)CCNC(=O)c1ccc(F)cc1,CHEMBL2086590,7.031517051446065,7.206598300866563
N[C@@H](CC(=O)N1CCc2sc(-c3ccc(F)cc3)nc2C1)Cc1cc(F)ccc1F,CHEMBL195030,7.585026652029182,6.958920204517977
CC(C)(Oc1ccc(CNC(=O)C2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(=O)O.Cl,CHEMBL1683496,7.251811972993799,6.653812869440383
NCC[C@H](N)C(=O)N1CCC[C@@H]1B(O)O,CHEMBL194428,7.823908740944319,7.189859913605018
CC(C)(C)C(=O)CC1(NCC(=O)N2[C@H](C#N)CC[C@@H]2C#N)CCCC1,CHEMBL378750,5.730487055782084,6.327914397341026
COc1ccc(CCNC(=O)C[C@H](N)C(=O)N2CCC[C@H]2C#N)cc1OC,CHEMBL191577,6.935542010773082,6.807977648581349
N#C[C@@H]1C[C@H](F)CN1C(=O)CN[C@H]1[C@@H]2CN(c3ccc(C(=O)NC4CC4)cc3)C[C@@H]21,CHEMBL471785,5.427128397799519,7.1654549963826755
CN1CCN(S(=O)(=O)c2cccc(C(=O)NC[C@@H]3CCCN3C(=O)C[C@H](N)[C@H]3CCc4cc(F)c(F)cc43)c2)CC1,CHEMBL5275046,8.958607314841775,9.017805370177124
CCC(CC)NCC(=O)N1CCC[C@H]1C#N,CHEMBL330326,6.400116927926312,6.657594723901883
CC(C)C(NC(=O)CCNCC(=O)N1CCC[C@H]1C#N)c1ccccc1,CHEMBL372391,6.105683937315561,6.577334801372442
COc1ccc(C(=O)NCCCC(=O)N2CCC[C@H]2C(N)=O)cc1,CHEMBL2086596,6.060980223551334,6.699108005273474
Cc1ccc(Cn2c(N3CCC[C@@H](N)C3)cc(=O)n3nccc23)cc1,CHEMBL4207996,5.698970004336019,5.574746996701316
CC(C)(CO)NCC(=O)N1[C@H](C#N)CC[C@@H]1C#N,CHEMBL379260,5.954677021213342,6.019699359199467
N#C[C@@H]1CC[C@H](C#N)N1C(=O)CNC1(CCO)CCCC1,CHEMBL209934,5.522878745280337,6.122842943535074
C[C@@H](c1ccc(F)c(Cl)c1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,CHEMBL364093,5.552841968657781,6.506496618751428
Cc1cc(O)cc(C)c1[C@@H]1CN[C@H](C(=O)N2CCC[C@H]2C#N)C1,CHEMBL243799,8.481486060122112,8.493862444475031
O=C([C@@H]1C[C@H](NS(=O)(=O)c2ccccc2)CN1)N1CCSC1,CHEMBL224421,6.522878745280337,7.051546118195227
CC(C)C(NCC(=O)N1CCC[C@H]1C#N)C(C)C,CHEMBL96891,3.962573502059376,6.763767650605367
N#C[C@@H]1CCCN1C(=O)CNC(=O)c1ccnc2[nH]c(-c3ccc(F)cc3)nc12,CHEMBL3233573,4.0,4.474299853803228
Cn1nc(C(F)(F)C(F)(F)F)c2c1CCN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)C2,CHEMBL369894,6.657577319177793,6.94098217830097
C=CCN(CC=C)C(=O)n1cnc(S(=O)(=O)C2CC3CCC2C3)n1,CHEMBL522909,7.67778070526608,6.855218415801562
CS(=O)(=O)n1cc2c(n1)CN([C@@H]1C[C@H](N)[C@@H](c3cc(F)c(F)cc3F)O[C@@H]1C(F)(F)F)C2,CHEMBL4641763,8.4089353929735,7.84962663091723
Cc1nnc(C(=O)[C@@H]2CC(F)(F)CN2C(=O)CNC23CC4CC(CC(C4)C2)C3)o1,CHEMBL233337,6.167491087293763,6.87607311433739
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1ccccc1C(=O)O)c(=O)n2C,CHEMBL4452518,8.703334809738468,8.659946134490541
Cl.N[C@@H](CC(=O)N1CCCN1C(=O)c1ccccc1)Cc1cc(F)c(F)cc1F,CHEMBL539610,6.455931955649724,7.073925183753366
CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3cnc4ccccc4n3)c2c1=O,CHEMBL2347037,8.226945306635738,7.603012834584846
N[C@@H](CC(=O)N1CCn2nncc2C1)Cc1cc(F)c(F)cc1F.O=C(O)/C=C/C(=O)O,CHEMBL1683977,7.048176964684088,6.85263854088064
Cc1nnn2c1CN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)CC2.Cl,CHEMBL1681811,7.113170995323018,7.184841547252467
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cn(C/C=C/C(=O)O)nn2)c1=O,CHEMBL5289984,8.0195421077239,8.222417578318629
CC#CCn1c(NCCNC(C)=O)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CHEMBL3616898,4.0,5.396813513885136
COc1cc2c(cc1OC)C1CC(N)C(N3CCCCC3=O)CN1CC2,CHEMBL592779,7.522878745280337,6.845607739391565
N[C@@H]1Cc2c(ccc3cc(Br)ccc23)O[C@H]1c1cc(F)c(F)cc1F,CHEMBL3892233,7.406713932979542,7.365303917008403
N[C@@H](CC(=O)N1CCC[C@H]1CNc1nccc(C(F)(F)F)n1)Cc1cc(F)c(F)cc1F,CHEMBL549296,8.4089353929735,8.178591965526302
C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,CHEMBL363584,7.431798275933005,7.023778437031748
COc1cccc(C(=O)Cn2cnc3c(C#N)c(N4CCC[C@H](N)C4)n(CC=C(C)C)c3c2=O)c1,CHEMBL1951430,9.0,8.338278151989288
CC(C)(CC(=O)NCCc1ccccc1)NCC(=O)N1CCC[C@H]1C#N,CHEMBL274770,6.84163750790475,6.826633266645213
N#Cc1ccc(F)cc1Cn1c(N2CCC[C@@H](N)C2)nc2c(Br)c[nH]c2c1=O,CHEMBL4169403,9.102372908709558,8.769661300921843
COc1ccc(CC2c3nnc(C(F)(F)F)n3CCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1.Cl,CHEMBL539352,7.930690783050253,8.143186264193439
CCC1c2nc(C(F)(F)F)n(C)c2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,CHEMBL250204,6.7182594573027945,7.518854012631301
N#Cc1n[nH]c2c1CN([C@H]1CCO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,CHEMBL3654421,8.070581074285707,8.0124074264557
N[C@H]1Cn2c(nc3cnc(Cl)cc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,CHEMBL557447,7.823908740944319,7.72555524009243
CC(C)(CC(=O)N[C@H]1C[C@@H]1c1ccccc1)NCC(=O)N1CCC[C@H]1C#N,CHEMBL473166,7.070581074285707,6.874238518029348
CC(C)C[C@H](N)C(=O)N1CCSCC1,CHEMBL4250956,8.201349354554731,4.697602591160062
COc1ccc(NC(=O)O[C@@H]2CCC[C@H]([C@H](N)C(=O)N3CCSC3)C2)cc1,CHEMBL171033,7.080921907623926,6.689587484872023
N[C@@H]1CCCN(c2cc(NCc3ccccc3)n3nccc3n2)C1,CHEMBL4743490,6.522878745280337,4.977033245842794
COc1cc2c(cc1OC)[C@H]1C[C@@H](N)[C@H](c3cc(C)ccn3)CN1CC2,CHEMBL598754,4.275724130399211,7.318053999633297
N#Cc1ccc(C(=O)NCCCC(=O)N2CCC[C@H]2C#N)cc1,CHEMBL2086613,8.638272163982407,6.747775494673377
O=C(O)Cc1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,CHEMBL5289336,4.474955192963154,5.3065886031587715
C[C@@H]1N[C@H](C(=O)N2CCC[C@H]2C#N)C[C@@H]1C(=O)N1CCSCC1,CHEMBL394165,8.207608310501746,8.295529678035692
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)Nc3ccc(C)cc3)CC1)c(=O)n2C,CHEMBL3898220,6.522878745280337,6.614490892929956
CC(C)(C)CC(C)(C)NCC(=O)N1[C@H](C#N)CC[C@@H]1C#N,CHEMBL377320,6.681936665037238,6.0200943811678345
Cl.Cn1c(=O)c2c(cc(N3CCC[C@@](C)(N)C3)n2Cc2cc(F)ccc2Cl)n(CCCO)c1=O,CHEMBL1287844,7.638272163982407,7.635677537197291
O=C([C@@H]1CN[C@H](C(=O)N2CCCC2)C1)N1Cc2ccc(Cl)cc2C1,CHEMBL208964,7.301029995663981,6.777210976655712
N[C@@H](CC(=O)N1CCCNC(=O)[C@H]1CC(F)(F)F)Cc1cc(F)c(F)cc1F,CHEMBL217271,8.585026652029182,7.703119006720408
N#C[C@@H]1CCCN1C(=O)CNCCNc1ncccn1,CHEMBL329909,6.787812395596042,6.49675761410818
CC#CCn1c(N2CCC[C@@H](NC(=O)OC(C)(C)C)C2)nc2c1c(=O)n(Cc1nc3ccccc3c(C)c1C#N)c(=O)n2C,CHEMBL3680635,8.698970004336019,8.007169321414601
CCS(=O)(=O)Nc1ccc(OCCNCC2COc3ccccc3O2)cc1.Cl,CHEMBL5203377,3.154901959985743,3.760479690248692
CC(C)(CC(=O)N1CCN(S(C)(=O)=O)CC1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,CHEMBL1085595,7.721848749616356,7.640273929815696
CC(C)(CNC(=O)C(C)(C)C)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,CHEMBL487861,8.236572006437063,8.021328943668292
N#Cc1ccc(N[C@@H]2CN[C@H](C(=O)N3CCC[C@H]3C#N)C2)cc1C#N,CHEMBL370046,9.886056647693165,9.05515668192926
N[C@@H](CC(=O)N1CCn2nc(C(F)(F)F)nc2[C@@H]1C(F)C1CC1)Cc1cc(F)c(F)cc1F,CHEMBL249945,7.851667404869234,7.820186255807213
CC1CCCN(C(=O)[C@@H](N)CCNCc2ccc(Cl)cc2)C1,CHEMBL317950,3.3010299956639813,3.895727582098932
CN(C[C@@H]1CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)S(=O)(=O)C(F)(F)F,CHEMBL558452,8.823908740944319,7.883791269931333
NC(=O)c1[nH]nc2c1CN([C@H]1CSC(c3cc(F)ccc3F)[C@@H](N)C1)C2,CHEMBL3644459,9.769551078621726,7.596796618558824
N[C@H](Cc1cc(F)c(F)cc1F)c1ccncc1,CHEMBL496691,5.705533773838408,6.29559809128389
N[C@H](C(=O)N1CC[C@@H](F)C1)[C@H]1CC[C@H](NC(=O)c2ccc(F)c(F)c2)CC1,CHEMBL23924,6.958607314841775,7.039100685181638
CS(=O)(=O)c1ccc(-c2c[nH]c3c(=O)n(Cc4cc(F)ccc4C#N)c(N4CCC[C@@H](N)C4)nc23)cc1,CHEMBL4175111,9.142667503568733,8.888570381456145
Cc1ccc(-c2c(CN)c(CC(C)C)nc3ccc(CCCCC(=O)O)cc23)cc1.Cl.Cl,CHEMBL3216279,8.017728766960431,7.718061107830186
CCCCN1CCN(CCNCC(=O)N2CCC[C@@H]2C#N)C1=O.O=C(O)C(=O)O,CHEMBL1202082,7.2716462179787715,7.349641409866148
O=C([C@@H]1C[C@H](N2CCN(c3ccc([N+](=O)[O-])cn3)CC2)CN1)N1CCSC1,CHEMBL399610,9.036212172654444,8.776692332864553
CC(C)S(=O)(=O)c1ccc(-c2c[nH]c3c(=O)n(Cc4cc(F)ccc4C#N)c(N4CCC[C@@H](N)C4)nc23)cc1,CHEMBL4165359,8.772113295386326,8.845446462292259
CS(=O)(=O)c1n[nH]c2c1CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,CHEMBL3735917,8.769551078621726,7.566110567783519
Cl.N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2cn(Cc3cccc(Cl)c3)nn2)cc1,CHEMBL2417563,7.980883709552927,8.172870485479235
Cl.N#C[C@@H]1CS[C@H]2C[C@](N)(c3ccc(F)cc3)C(=O)N12,CHEMBL552403,6.818156412055227,6.7749623188780115
Cc1ccc(-c2c(CN)c(CC(C)C)nc3ccc(-c4ccc(C(=O)O)o4)cc23)cc1.Cl.Cl,CHEMBL4085490,7.552841968657781,7.809188378953678
N[C@@H](CC(=O)N1CCNCC1)Cc1ccc(F)c(F)c1,CHEMBL366549,5.508638306165727,5.872475495265671
Cn1c(=O)n(Cc2cccc(C(=O)O)c2)c(=O)c2c1nc(N1CCC[C@@H](N)C1)n2Cc1ccccc1Cl,CHEMBL3402120,6.638272163982407,7.166729309282439
N[C@@H](CC(=O)N1CCC[C@H]1c1noc(C2(O)CC2)n1)Cc1cc(F)c(F)cc1F,CHEMBL584698,7.769551078621726,8.081853532401865
Cl.N[C@@H](CC(=O)N1CCC[C@H]1C(=O)NC(c1ccc(F)cc1)c1ccc(F)cc1)C(=O)N1Cc2ccccc2C1,CHEMBL1814755,4.0,4.281925389286652
C[C@@H](c1ccc(-c2cc(F)ccc2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,CHEMBL278729,6.823908740944319,6.9166404594566036
C[C@H](c1nc(-c2ccc(F)cc2Cl)no1)[C@H](N)C(=O)N1CCCC1,CHEMBL216855,6.080921907623926,6.3115583904456
NC(CC(=O)N1CCC[C@H]1C(=O)NCc1ccc(OCC(=O)O)cc1)Cc1ccccc1F.O=C(O)C(F)(F)F,CHEMBL186787,6.928117992693874,6.964674964124016
N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2ccc3ccccc3c2)CC1,CHEMBL3084948,7.67778070526608,7.309870261591285
N[C@@H](CC(=O)N1CCCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1)C(=O)N1Cc2ccccc2C1.O=C(O)C(F)(F)F,CHEMBL1814745,4.0,3.8217782149670936
CCCNCC(=O)N1CCC[C@H]1C#N,CHEMBL320143,6.323306390375134,6.619688280040154
CN(C)C(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CCC(F)(F)C1.O=C(O)C(F)(F)F,CHEMBL191337,7.568636235841012,7.315025479931396
Cn1c(=O)n(Cc2ccccc2C#N)c2c(N3CC[C@@H](N)C3)ccnc21,CHEMBL3329641,7.657577319177793,4.726520474299757
N[C@H]1C[C@@H](n2ncc(N3CCC(O)(C(=O)NCc4cccc(F)c4F)C3=O)n2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL5998893,8.567030709125595,8.323672080377234
C[C@@H](c1ccc(-c2ccc(=O)n(CC3CC3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,CHEMBL383323,6.931814138253838,6.846326949347806
O=C(CCCCC1SCC2NC(=O)NC21)NCCOCCNC(=O)NC12CC3CC(CC(NCC(=O)N4Cc5ccc(F)cc5C4)(C3)C1)C2,CHEMBL5505931,5.0,4.9783222905971245
N[C@@H](CO)C(=O)N1CCCC1,CHEMBL459641,3.721246399047171,4.058191767809558
N#C[C@H]1CCCN1C(=O)CNCCN1CCN(c2ccc(Cl)cc2)C1=O.O=C(O)C(=O)O,CHEMBL1202089,7.58838029403677,7.198079899494184
CC(C)(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)[C@H](N)C(=O)N1CCC[C@H]1C#N.O=C(O)C(F)(F)F,CHEMBL474003,7.920818753952375,7.87584804013655
CCC(C)C(NCC(O)COc1ccccc1)C(=O)N1CCCC1,CHEMBL3704836,4.481486060122113,4.798690996490484
N[C@H]1CN(c2ccc3nncn3n2)CC[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,CHEMBL231496,7.508638306165727,7.751956593994101
COc1ccc2ccc3c(c2c1)C[C@H](N)[C@@H](c1ccccc1F)O3,CHEMBL3981442,6.248797905411647,6.604696096699747
Cn1nc2ccc(N3CC[C@H](c4cc(F)c(F)cc4F)[C@@H](N)C3)nn2c1=O.O=C(O)C(F)(F)F,CHEMBL390241,8.301029995663981,7.870928084702438
CS(=O)(=O)N1CCN(CC(=O)N2C(=O)S/C(=C\c3ccc(F)c(F)c3)C2=O)CC1,CHEMBL5624654,5.671620396561263,5.914621671816666
Cc1ccc2nc(CNc3nc(C)cs3)n(/N=C/c3ccc(O)cc3)c(=O)c2c1,CHEMBL4247480,8.950781977329818,7.858353764896118
COc1cccc2sc(C3(NC(=O)C[C@H](N)Cc4ccccc4F)CCS(=O)(=O)CC3)nc12,CHEMBL513543,6.568636235841012,7.081471340114792
Cc1cccc(-c2nc(-c3ccccc3)nc(N)c2CN)c1,CHEMBL287534,4.698970004336019,5.852342422708409
N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2ccc(F)cc2c1=O,CHEMBL425483,8.397940008672037,8.085873493884291
Cc1nc(CN2C(=O)c3c(nc(N4CCC[C@@H](N)C4)n3Cc3cc(F)ccc3F)N3CCN=C23)nc2ccccc12,CHEMBL3675620,7.364021143732888,7.566962573504949
CC#CCn1c(N2CCNCC2)nc2c1c(=O)n(Cc1ccccc1)c(=O)n2C,CHEMBL3616904,5.910094888560602,6.347788156024877
N#Cc1ccc(F)cc1Cn1c(N2CCC[C@@H](N)C2)ncc(Cl)c1=O,CHEMBL1650433,8.096910013008056,8.078689775180944
N#C[C@@H]1CCCN1C(=O)CNC(=O)C1=CC=NC2=NC=CC12,CHEMBL3929674,4.0,4.04171569292366
CCc1ccc(CN2CCN(C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F)CC2=O)cc1,CHEMBL1779698,7.410050398674292,7.331660429682317
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2nc3ccccc3[nH]2)c1=O,CHEMBL2425885,7.657577319177793,7.8313273172359015
CC(C)(CC(=O)N1CCOCC1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,CHEMBL1085333,7.812966205450315,7.560314255411272
NC(=O)O[C@@H]1CCCN([C@H]2CC[C@H]([C@H](N)Cc3cc(F)ccc3F)CC2)C1,CHEMBL1683122,6.508638306165727,7.138319785234812
NC(CC(=O)N1CCn2nc(C(F)(F)F)nc2[C@@H]1C(O)C1CC1)Cc1cc(F)c(F)cc1F,CHEMBL400722,7.920818753952375,7.696960605386228
N[C@@H](CC(=O)N1CCN(Cc2ccc(F)cc2)CC1)C(=O)N1Cc2ccccc2C1.O=C(O)C(F)(F)F,CHEMBL1814747,4.0,3.942919644023054
Cl.N[C@@H](CC(=O)N1N=CCC1C(=O)Nc1ccc(C(=O)O)cc1)Cc1cc(F)c(F)cc1F,CHEMBL488056,5.229147988357855,5.870721397419701
N[C@H](C(=O)N1CC[C@@H](F)C1)[C@H]1CC[C@H](NC(=O)c2ccccc2C(F)(F)F)CC1,CHEMBL23879,6.6020599913279625,6.8745872565407975
N[C@@H](CC(=O)NC1(c2nc3ccccc3s2)CCS(=O)(=O)CC1)Cc1cc(F)c(F)cc1F,CHEMBL472027,7.886056647693163,7.791131209703103
N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)cc(F)c1F,CHEMBL243872,6.094204119632131,6.707831885238928
C/C=C/Cn1c(N2CCCC(N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1NC(=O)C(C)C)c(=O)n2C,CHEMBL3987141,8.522878745280337,8.48837932319678
NCc1c(N)nc(-c2ccc(C(F)(F)F)cc2)nc1-c1ccc(Cl)cc1Cl,CHEMBL34764,6.7447274948966935,7.9252778366543275
Cl.N[C@@H](CC(=O)N1CC[C@@H]2[C@@H](CCc3nnc(-c4cnccn4)n32)C1)Cc1cc(F)c(F)cc1F,CHEMBL4090906,7.221848749616356,7.252215886472068
Cc1nc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c(=O)c1-c1ccoc1,CHEMBL1650419,7.113509274827518,7.887191404732385
CC(C)[C@H](Nc1ccc(CNC(=O)[C@@H]2CSCN2C(=O)C[C@H](N)Cc2cc(F)ccc2F)cc1)C(=O)O,CHEMBL5267798,9.522878745280336,8.0912871018747
N[C@H]1C[C@@H](N2Cc3[nH]nc(NS(=O)(=O)C4CC4)c3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL3734999,8.744727494896694,8.695148596785558
N#CC1CCCCN1C(=O)[C@@H](N)CCNCc1ccccc1,CHEMBL329314,4.167491087293763,4.834666995463393
CS(=O)(=O)c1ccc2c(c1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,CHEMBL5828032,8.585026652029182,8.361401557366733
CC(C)(C)NC(=O)O[C@H]1C[C@H]2C[C@@H](NCC(=O)N3CCC[C@H]3C#N)C[C@H]2C1.Cl,CHEMBL1084473,6.486782399932061,7.715914655362047
CC(C)(CO)NCC(=O)N1C[C@@H](F)C[C@H]1[C@@H](O)c1nnc(C(C)(C)C)o1,CHEMBL1229644,7.657577319177793,7.846580190683251
CCOC(=O)CNC(=O)C1SCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F.Cl,CHEMBL1683479,6.995678626217357,6.6370600535533315
CCCCNC(=O)OC12CC3CC(CC(NCC(=O)N4Cc5ccccc5C4)(C3)C1)C2,CHEMBL5438329,5.0,5.011275209247538
CC(C)OCCCNCC(=O)N1C[C@@H](F)C[C@H]1C#N,CHEMBL469452,8.060480747381382,7.546045020486129
CN(C)C(=O)[C@@H]([C@H]1CC[C@H](c2ccc(F)cc2)CC1)[C@H](N)C(=O)N1CCC(F)(F)C1,CHEMBL238190,7.2481046584714095,6.630874427846773
O=C(NCCc1ccccc1)OC12CC3CC(CC(NCC(=O)N4Cc5ccccc5C4)(C3)C1)C2,CHEMBL5438248,5.0,4.542046507320476
CC#CCn1c(N2CCNCC2)nc2c1c(=O)n(Cc1cccc(C#N)c1)c(=O)n2C,CHEMBL3616905,6.468521082957745,6.998480605961687
[C-]#[N+]c1ccc(CN2C(=O)c3c(nc(N4CCC[C@@H](N)C4)n3CC#CC)N3CCN=C23)cc1,CHEMBL3675619,8.0,7.989911202075882
C[C@@H]1c2nnc(C(F)(F)F)n2[C@H](C)CN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F.Cl,CHEMBL536311,7.920818753952375,7.312318508449048
CC#CCn1c(N2CCNC(=O)C2)nc2c1c(=O)n(Cc1nc(OC)c3ccccc3n1)c(=O)n2C,CHEMBL3616917,4.0,4.48159128361583
N[C@H]1CN(c2cc(-c3cc(F)c(F)cc3F)ncn2)C[C@@H]1N1CCCCC1=O,CHEMBL1683559,7.327902142064282,7.267656685576862
COc1ccc(C(=O)Nc2ccc(C(=O)N3CCC[C@H]3C(N)=O)cc2)cc1,CHEMBL2086604,6.056011124926228,6.507354077570625
N[C@@H](CCN1CCC[C@H]1c1nc(-c2ccccc2)co1)Cc1ccccc1F,CHEMBL566617,7.119186407719209,6.633440656910325
COc1ccccc1-c1cnc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,CHEMBL1650417,6.00436480540245,7.79359832186763
CN(C)C(=O)[C@@H]([C@H]1CC[C@H](c2cccc3ncnn32)CC1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL400841,8.287190326664666,6.790522320810464
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)OC3CCCC3)CC1)c(=O)n2C,CHEMBL3899590,6.050609993355087,6.395415201557346
CC[C@H](C)[C@H](N)C(=O)N1Cc2ccccc2C1,CHEMBL469890,3.939302159646388,3.94710278696367
O=C(CN1CCn2c(nnc2C(F)(F)F)C1)N1C(=O)S/C(=C\c2ccc(OCc3ccccc3)cc2)C1=O,CHEMBL5630566,6.928117992693874,5.998131255096829
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)OCCC)CC1)c(=O)n2C,CHEMBL3933623,6.301029995663981,6.612408257492969
